data-prix;data-idannonce;data-nb_chambres;data-nb_pieces;data-surface;data-link
186000;0;2;4 ;63,21;https://www.seloger.com/annonces/achat/appartement/verneuil-sur-seine-78/richelieu/157756381.htm
202000;0;4;5 ;83,73;https://www.seloger.com/annonces/achat/appartement/sannois-95/gabriel-peri/157757451.htm
230000;0;2;3 ;70;https://www.seloger.com/annonces/achat/appartement/bussy-saint-georges-77/centre-ville-nord/157915223.htm
1735000;0;3;5 ;155,03;https://www.bellesdemeures.com/annonces/vente/appartement-luxe/neuilly-sur-seine-92/charles-laffitte/157941071/#?cmp=INTSL_ListToDetail
1375000;0;3;5 ;109,58;https://www.bellesdemeures.com/annonces/vente/appartement-luxe/paris-17eme-75/pereire-malesherbes/158575099/#?cmp=INTSL_ListToDetail
519000;0;2;3 ;54;https://www.seloger.com/annonces/achat/appartement/issy-les-moulineaux-92/epinettes/158581061.htm
948000;0;1;2 ;56;https://www.seloger.com/annonces/achat/appartement/paris-1er-75/les-halles/158626273.htm
834000;0;3;4 ;81;https://www.seloger.com/annonces/achat/appartement/la-garenne-colombes-92/158626275.htm
572000;0;1;2 ;36,23;https://www.seloger.com/annonces/achat/appartement/vincennes-94/saint-louis-republique/158630143.htm
179000;0;1;2 ;44,68;https://www.seloger.com/annonces/achat/appartement/carrieres-sous-poissy-78/le-village/158624813.htm
572500;0;1;2 ;49,92;https://www.seloger.com/annonces/achat/appartement/paris-15eme-75/pasteur-montparnasse/158680097.htm
250000;0;2;3 ;66,06;https://www.seloger.com/annonces/achat/appartement/bussy-saint-georges-77/centre-ville-nord/158701451.htm
850000;0;2;3 ;77;https://www.seloger.com/annonces/achat/appartement/paris-9eme-75/lafayette-richer/159025273.htm
2173000;0;5;7 ;200;https://www.bellesdemeures.com/annonces/vente/appartement-luxe/neuilly-sur-seine-92/ile-de-la-jatte-parc-d-orleans/159043041/#?cmp=INTSL_ListToDetail
978000;0;2;3 ;80;https://www.seloger.com/annonces/achat/appartement/paris-10eme-75/chateau-d-eau-lancry/159049549.htm
2950000;0;6;8 ;245,03;https://www.bellesdemeures.com/annonces/vente/appartement-luxe/paris-8eme-75/mairie/159085099/#?cmp=INTSL_ListToDetail
730000;0;2;4 ;68;https://www.seloger.com/annonces/achat/appartement/paris-20eme-75/telegraphe-pelleport-saint-fargeau/159086591.htm
2220000;0;5;8 ;255,65;https://www.bellesdemeures.com/annonces/vente/loft-luxe/montreuil-93/bas-montreuil-republique/159118053/#?cmp=INTSL_ListToDetail
700000;0;2;3 ;61;https://www.seloger.com/annonces/achat/appartement/neuilly-sur-seine-92/la-plaine-des-sablons/159121887.htm
659000;0;2;3 ;70;https://www.seloger.com/annonces/achat/appartement/paris-19eme-75/bassin-de-la-villette/159131517.htm
432000;0;1;2 ;38,02;https://www.seloger.com/annonces/achat/appartement/paris-15eme-75/vaugirard-parc-des-expositions/159134781.htm
